FSCL_YR,MINC,MINE,PADN,DEPT_EN_DESC,ROBJ_CD,ROBJ_EN_NM,PRJCT_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,44,Training and Educational Services,Foreign Affairs and International Trade Canada Ottawa Ont,0,180142
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,44,Training and Educational Services,"Service payments under $100,000 (201 payees)",0,1060600
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,44,Training and Educational Services,,1583766,0
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,89,Other Services,Le Groupe Conseil Baastel Lt̩e Gatineau Que,0,209594
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,89,Other Services,Foreign Affairs and International Trade Canada Ottawa Ont,0,161816
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,45,Health and Welfare Services,"Service payments under $100,000 (7 payees)",0,5785
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,45,Health and Welfare Services,,147717,0
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,47,Informatics Services,CGI Information Systems & Management Consultants Inc Ottawa Ont,0,1221313
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,47,Informatics Services,Excel Human Resources Inc Ottawa Ont,0,109725
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,47,Informatics Services,"Service payments under $100,000 (11 payees)",0,224466
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,47,Informatics Services,,1555504,0
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,1373762
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,87,Interpretation and Translation Services,"Service payments under $100,000 (4 payees)",0,28973
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,87,Interpretation and Translation Services,,1402735,0
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,41,Legal Services,Justice Canada Ottawa Ont,0,2095829
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,41,Legal Services,"Service payments under $100,000 (3 payees)",0,26979
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,41,Legal Services,,2122808,0
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,48,Management Consulting,Raymond Chabot Grant Thornton LLP Ottawa Ont,0,150093
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,48,Management Consulting,"Service payments under $100,000 (12 payees)",0,133574
2012/2013,9,Foreign Affairs and International Trade,3,Canadian International Development Agency,48,Management Consulting,,283667,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,40,Business Services,"Service payments under $100,000 (36 payees)",0,160397
2012/2013,4,Canadian Heritage,4,Public Service Commission,45,Health and Welfare Services,,92976,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,40,Business Services,,160397,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,45,Health and Welfare Services,"Service payments under $100,000 (6 payees)",0,92976
2012/2013,4,Canadian Heritage,4,Public Service Commission,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,489811
2012/2013,4,Canadian Heritage,4,Public Service Commission,47,Informatics Services,"Service payments under $100,000 (18 payees)",0,452828
2012/2013,4,Canadian Heritage,4,Public Service Commission,47,Informatics Services,,744803,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,47,Informatics Services,Shared Services Canada Ottawa Ont,0,130194
2012/2013,4,Canadian Heritage,4,Public Service Commission,47,Informatics Services,SAS Institute Inc Toronto Ont,0,161781
2012/2013,4,Canadian Heritage,4,Public Service Commission,82,Special Fees and Services,"Service payments under $100,000 (63 payees)",0,92470
2012/2013,4,Canadian Heritage,4,Public Service Commission,48,Management Consulting,,1297262,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,46,Protection Services,Public Works and Government Services Canada Gatineau Que,0,359014
2012/2013,4,Canadian Heritage,4,Public Service Commission,46,Protection Services,"Service payments under $100,000 (5 payees)",0,23661
2012/2013,4,Canadian Heritage,4,Public Service Commission,46,Protection Services,,382675,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,87,Interpretation and Translation Services,"Service payments under $100,000 (8 payees)",0,72830
2012/2013,4,Canadian Heritage,4,Public Service Commission,87,Interpretation and Translation Services,,562641,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,41,Legal Services,Justice Canada Ottawa Ont,0,1541505
2012/2013,4,Canadian Heritage,4,Public Service Commission,41,Legal Services,"Service payments under $100,000 (1 payee)",0,720
2012/2013,4,Canadian Heritage,4,Public Service Commission,41,Legal Services,,1542225,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,48,Management Consulting,Corporate Research Group Ltd Ottawa Ont,0,357513
2012/2013,4,Canadian Heritage,4,Public Service Commission,48,Management Consulting,Statistics Canada Ottawa Ont,0,462903
2012/2013,4,Canadian Heritage,4,Public Service Commission,48,Management Consulting,"Service payments under $100,000 (36 payees)",0,476846
2012/2013,4,Canadian Heritage,4,Public Service Commission,89,Other Services,,2833221,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,89,Other Services,Treasury Board of Canada Secretariat Ottawa Ont,0,610463
2012/2013,4,Canadian Heritage,4,Public Service Commission,89,Other Services,"Service payments under $100,000 (131 payees)",0,1157195
2012/2013,4,Canadian Heritage,4,Public Service Commission,82,Special Fees and Services,,92470,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,86,Temporary Help Services,"Service payments under $100,000 (7 payees)",0,143144
2012/2013,4,Canadian Heritage,4,Public Service Commission,86,Temporary Help Services,,143144,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,44,Training and Educational Services,Canada School of Public Service Ottawa Ont,0,375844
2012/2013,4,Canadian Heritage,4,Public Service Commission,44,Training and Educational Services,"Service payments under $100,000 (136 payees)",0,650480
2012/2013,4,Canadian Heritage,4,Public Service Commission,44,Training and Educational Services,,1026324,0
2012/2013,4,Canadian Heritage,4,Public Service Commission,89,Other Services,Shared Services Canada Ottawa Ont,0,1065563
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Torre Espacio Castellana  S A  Madrid Spain,0,339456
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Walsin Linwa Corporation Taipei Taiwan,0,109920
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,The Hongkong Land Prop Co Ltd Hong Kong China,0,983911
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Shared Services Canada Gatineau Que,0,102000
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Strata Plan 39993 Sydney Australia,0,140441
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Silver Nano Bed Cleaning Seoul South Korea,0,138239
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,550 Park Avenue Corporation New York NY USA,0,265763
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,ABM Janitorial Services Northeast Inc New York NY USA,0,190364
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,AAF La Providence Paris France,0,259659
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Fortis Real Estate Brussels Belgium,0,240549
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Capita Symonds London United Kingdom,0,217698
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Canada-Square Ingatlanberuhazo Es Budapest Hungary,0,143238
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Boyd Moving and Storage Ltd Ottawa Ont,0,681363
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Al-Qirim Establishment Amman Jordan,0,167971
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Aon Reed Stenhouse Inc Ottawa Ont,0,354877
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Seneca One Realty LLC Wayne NJ USA,0,178302
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Severis C Rita Nicosia Cyprus,0,138171
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,46,Protection Services,Certis Cisco Security Pte Ltd Singapore Singapore,0,171692
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Evans Tower Condominiums New York NY USA,0,101538
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Genivar Gatineau Que,0,400441
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Golder Associates Ottawa Ont,0,226428
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Hinman Consulting Engineers Limited San Francisco Calif USA,0,127727
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,William Zard Beirut Lebanon,0,177288
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Wills Transfer Ltd Smiths Falls Ont,0,155183
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Canadian Human Rights Tribunal Ottawa Ont,0,593391
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Human Resources and Skills Development Canada Gatineau Que,0,4576539
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,AG Real Estate Property Management SA Brussels Belgium,0,103487
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,"Service payments under $100,000 (3,750 payees)",0,25260896
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Alexander Gagkayev and Partners LLC Moscow Russia,0,224558
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Amity Contractors Pvt Limited Okhla New Delhi India,0,120833
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Arab Consultant Bureau Amman Jordan,0,191490
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,CG Supervisiones SC Guadalajara Mexico,0,107725
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Consolidated Amman Jordan,0,152649
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Dessau Inc Montr̩al Que,0,830321
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,42,Engineering and Architectural Services,Foreign and Commonwealth Office London United Kingdom,0,2768412
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Crystal Bright Kabul Afghanistan,0,126919
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Eastern Real Estate Co  Ltd Minato-Ku Tokyo Japan,0,255531
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,The Royal Bank of Scotland Bogota Colombia,0,190238
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,CPE - Le centre de perfectionnement Montr̩al Que,0,120631
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Ottawa Logistics Ottawa Ont,0,127763
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Oficinas Corporativas Guatemala City Guatemala,0,122021
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Nippon Kanzai Tokyo Japan,0,404326
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Net Inter SA Geneva Switzerland,0,157277
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Mikdan Sapanut Tel Aviv Israel,0,145189
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,North Atlantic Treaty Organization Brussels Belgium,0,126601
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Les Jeunes Jardiniers Brussels Belgium,0,108079
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,La Veneta Servizi Cavarzere Italy,0,152221
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Public Service Commission of Canada Ottawa Ont,0,209242
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Planconsult Tirana Albania,0,108026
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,P and R Enterprises  Inc Falls Church Va USA,0,272153
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Pacific Grace Limited Hong Kong China,0,122222
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Cond C E Na̵̤es Unidas Torre Norte Ṣo Paulo Brazil,0,375489
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Romaverde S R L Castel Di Guido Rome Italy,0,133677
2012/2013,9,Foreign Affairs and International Trade,5,Foreign Affairs and International Trade,40,Business Services,Riverfront Holdings-Phase II Inc  Detroit Mich USA,0,173464
