MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,AGRG_PYMT_AMT,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1304813,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,276596,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,127237,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,8546707,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,527571,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,106724,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,195000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,820693,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,101613,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,548952,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,128292,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,125671,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,252218,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1133171,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,112050,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,146533,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,468465,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,487819,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,909575,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,3306000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,786165,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,735897,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,102000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,128304,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,716789,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,2418616,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1352979,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1417074,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,561063,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,597681,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,705130,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,217158,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,163901,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,2681005,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,4535851,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,672111,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,498504,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,325313,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,121844,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,270402,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,127541,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,455723,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,3626312,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,273929,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1304816,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,290182,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,254123,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,938857,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1836330,,
Foreign Affairs and International Trade,Canadian International Development Agency,Grants for Bilateral Programming,3000000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Grants for Bilateral Programming,1000000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Grants for Bilateral Programming,2340319,,
Foreign Affairs and International Trade,Canadian International Development Agency,Grants for Bilateral Programming,2500000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,362698,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,181537,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,2400000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,108500,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,6469219,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,100000000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,50861670,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Multilateral Programming,82392968,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,635649,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1196862,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1088526,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,884746,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,550000,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,455118,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,156119,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,192168,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,339483,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,5963620,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,262503,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,2207344,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,1341519,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,776456,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,232841,,
Foreign Affairs and International Trade,Canadian International Development Agency,Contributions for Partnership Programming,531006,,
